salary_in_usd
266400
135000
185000
239000
142200
60938
185000
225000
285800
72000
52533
113000
141525
190000
95000
122000
130000
142000
90320
129300
200000
235000
171000
221000
67723
100000
93700
200160
92350
135000
195000
85700
128058
193000
209450
125000
120000
111000
220000
275300
100000
164996
100000
210000
105700
115360
110600
95000
160000
175100
275300
130000
132000
106260
73546
160000
106800
99450
165000
84053
149076
63000
84053
115440
200000
122600
180000
200000
50000
90000
196000
61800
109400
63810
130000
200000
329500
262500
195400
350000
85000
104650
240000
237000
100000
152000
112300
252000
175000
210000
165000
180000
135000
90000
150000
245000
42197
124000
185700
163800
120000
205600
220000
47280
170000
87000
100000
124270
145000
136956
90000
63000
143860
30000
220000
116000
94000
83500
180000
108000
70000
73546
100000
63831
185000
70000
63900
128750
150000
168000
191475
136000
165000
136000
165000
184000
153000
129300
109400
120000
170500
104663
160000
63000
185900
130000
75000
150000
150000
138750
150000
60000
100000
55000
130800
172200
174500
252000
150000
39916
190000
120000
194000
170000
185000
200000
61989
100000
149076
129300
10000
140000
325000
38631
145000
104000
55000
114000
430967
129000
136000
195700
55000
150000
185900
109280
60000
75000
120000
95000
80000
125976
145900
140000
204500
25000
64385
62726
185000
203000
226700
199000
150000
190000
100000
68293
130000
90000
75000
180000
109400
142000
84053
9727
159699
29944
260000
129300
239748
70000
214000
145000
160000
167500
12103
90000
134000
90700
232200
125000
56100
145000
138938
200000
120000
175000
150000
150260
198200
85000
225000
95000
191475
73880
54634
110000
310000
250000
95000
55000
120000
67000
135000
198000
40481
115000
144000
260500
184100
174000
82000
136000
124740
150000
153000
90000
120000
240000
120000
59303
120000
81666
237000
136994
100000
18053
106020
162000
77684
42533
160000
113900
120000
85000
164996
215000
150000
117000
67597
106800
128000
345600
92250
90700
61566
129300
21013
93000
90000
116000
191475
135000
150000
106500
210000
100000
81666
139000
73000
143000
82920
51716
161311
94300
47280
61566
153600
141600
90000
125000
109400
75000
238000
228000
82365
51508
168000
82528
5679
175000
183500
38776
154000
85000
170000
185000
128000
154000
78000
48000
154545
141300
167100
141300
184000
64000
